Amount,BankNameReceived,BankNameSent,City,Currency,CustomerAccountNumber,CustomerAge,DeviceType,Gender,MerchantAccountNumber,MerchantName,PaymentMethod,PaymentMode,Purpose,RemainingBalance,Status,TransactionDate,TransactionID,TransactionTime,TransactionType,AgeGroup,IsSuccess,HighValue,RiskFlag,Anomaly,FraudFlag
32054.42,Yes Bank,Kotak Mahindra Bank,Nagpur,INR,CUST18895763847,28,Web,Female,CUST94154434987,Individual Transfer,UPI ID,P2P,Loan Repayment,184089.75,success,2025-12-24,UPI20251224001322,07:09:09,Debit,Adult,1,1,1,-1,Suspicious
18817.63,ICICI Bank,Canara Bank,Lucknow,INR,CUST41968736148,57,Android,Other,CUST11037329488,Individual Transfer,Bank Account,P2P,Salary Transfer,203859.38,success,2025-03-18,UPI20250318001453,07:27:11,Credit,Senior,1,1,0,-1,Suspicious
13921.38,ICICI Bank,HDFC Bank,Ahmedabad,INR,CUST82870934891,69,POS Device,Male,CUST51480037504,Individual Transfer,QR Scan,P2P,Rent,44602.2,success,2025-04-14,UPI20250414001499,11:58:16,Debit,Senior,1,1,0,-1,Suspicious
11889.61,IndusInd Bank,ICICI Bank,Kochi,INR,CUST94360385106,19,iOS,Male,CUST54060773513,Individual Transfer,Mobile Number,P2P,Loan Repayment,428814.67,success,2025-11-28,UPI20251128001510,00:46:17,Debit,Young,1,1,0,-1,Suspicious
36258.92,ICICI Bank,State Bank of India,Ahmedabad,INR,CUST26059808596,27,Android,Male,CUST12463322910,Individual Transfer,UPI ID,P2P,Salary Transfer,389798.8,success,2025-05-19,UPI20250519001551,10:43:16,Credit,Adult,1,1,0,-1,Suspicious
61546.68,Axis Bank,Kotak Mahindra Bank,Kochi,INR,CUST41341007419,56,Web,Female,CUST98794096153,Individual Transfer,QR Scan,P2P,Rent,463787.98,success,2025-03-05,UPI20250305001614,18:49:03,Credit,Senior,1,1,1,-1,Suspicious
30430.73,HDFC Bank,IndusInd Bank,Ahmedabad,INR,CUST98360871399,58,POS Device,Female,CUST67658006137,Individual Transfer,Mobile Number,P2P,Loan Repayment,372210.08,success,2025-01-16,UPI20250116001795,19:11:15,Credit,Senior,1,1,0,-1,Suspicious
15083.45,Canara Bank,Punjab National Bank,Mumbai,INR,CUST12326593388,69,iOS,Male,CUST63989120632,Individual Transfer,UPI ID,P2P,Rent,167303.61,failed,2025-05-02,UPI20250502001827,10:56:50,Debit,Senior,0,1,0,-1,Suspicious
18229.81,Punjab National Bank,ICICI Bank,Chandigarh,INR,CUST72935344577,63,iOS,Male,CUST81398253535,Individual Transfer,QR Scan,P2P,Loan Repayment,157300.92,success,2025-01-21,UPI20250121001858,15:40:11,Debit,Senior,1,1,0,-1,Suspicious
12125.37,Kotak Mahindra Bank,HDFC Bank,Bengaluru,INR,CUST96167553829,65,Android,Female,CUST28441955497,Individual Transfer,Bank Account,P2P,Salary Transfer,464623.31,success,2025-08-31,UPI20250831001872,12:18:42,Debit,Senior,1,1,0,-1,Suspicious
10339.81,IndusInd Bank,Union Bank of India,Kochi,INR,CUST83493229291,18,Web,Male,MERC3262966709,MakeMyTrip,Mobile Number,P2M,Healthcare,184047.78,success,2025-12-17,UPI20251217001875,06:30:34,Debit,Young,1,1,0,-1,Suspicious
33653.86,Canara Bank,State Bank of India,Chandigarh,INR,CUST33865663629,65,POS Device,Female,CUST76148910850,Individual Transfer,Mobile Number,P2P,Salary Transfer,228611.49,success,2025-10-12,UPI20251012001927,04:04:36,Debit,Senior,1,1,0,-1,Suspicious
29147.2,IDFC FIRST Bank,Yes Bank,Noida,INR,CUST75476673965,68,Android,Male,CUST93206242534,Individual Transfer,Bank Account,P2P,Loan Repayment,180781.07,success,2025-08-01,UPI20250801001938,00:34:38,Debit,Senior,1,1,0,-1,Suspicious
46122.85,IndusInd Bank,HDFC Bank,Gurugram,INR,CUST15794167066,65,iOS,Male,CUST24360419391,Individual Transfer,Bank Account,P2P,Salary Transfer,220909.75,success,2025-09-25,UPI20250925002016,16:38:00,Debit,Senior,1,1,0,-1,Suspicious
14863.6,Canara Bank,Yes Bank,Noida,INR,CUST83520480437,68,Android,Female,CUST90913806329,Individual Transfer,QR Scan,P2P,Loan Repayment,404077.52,success,2025-03-14,UPI20250314002025,01:11:59,Debit,Senior,1,1,0,-1,Suspicious
19015.49,Canara Bank,IDFC FIRST Bank,Delhi,INR,CUST85042413412,18,Web,Female,CUST42197265338,Individual Transfer,UPI ID,P2P,Rent,276604.25,success,2025-05-11,UPI20250511002072,18:03:37,Debit,Young,1,1,1,-1,Suspicious
14555.57,Kotak Mahindra Bank,IDFC FIRST Bank,Ahmedabad,INR,CUST58485779081,24,POS Device,Other,CUST20737169922,Individual Transfer,Bank Account,P2P,Rent,392804.1,success,2025-06-17,UPI20250617002124,17:11:12,Credit,Young,1,1,0,-1,Suspicious
31709.87,Canara Bank,HDFC Bank,Hyderabad,INR,CUST20499544188,18,POS Device,Female,CUST94963849626,Individual Transfer,Bank Account,P2P,Rent,219542.81,success,2025-06-11,UPI20250611002187,16:11:54,Credit,Young,1,1,0,-1,Suspicious
8177.7,HDFC Bank,ICICI Bank,Delhi,INR,CUST88936358721,18,POS Device,Female,CUST25410437585,Individual Transfer,Bank Account,P2P,Rent,37792.99,success,2025-03-28,UPI20250328002321,18:35:53,Debit,Young,1,1,0,-1,Suspicious
13985.33,IDFC FIRST Bank,Kotak Mahindra Bank,Mumbai,INR,CUST26950463179,25,Web,Male,MERC8014883867,Netflix,QR Scan,P2M,Education,167338.43,success,2025-09-10,UPI20250910002327,09:26:19,Debit,Adult,1,1,0,-1,Suspicious
52990.11,Kotak Mahindra Bank,IndusInd Bank,Mumbai,INR,CUST78766017415,28,POS Device,Male,CUST64146032156,Individual Transfer,QR Scan,P2P,Loan Repayment,79873.15,success,2025-02-23,UPI20250223002521,14:09:40,Debit,Adult,1,1,0,-1,Suspicious
31143.07,Canara Bank,Axis Bank,Jaipur,INR,CUST64682694052,67,iOS,Male,CUST24448227811,Individual Transfer,Bank Account,P2P,Salary Transfer,183089.22,success,2025-02-08,UPI20250208002527,20:17:02,Credit,Senior,1,1,0,-1,Suspicious
94016.34,Yes Bank,Canara Bank,Kochi,INR,CUST15229958190,52,Web,Male,CUST54815526345,Individual Transfer,Bank Account,P2P,Rent,358013.25,pending,2025-06-29,UPI20250629002651,11:46:29,Debit,Senior,0,1,1,-1,Suspicious
10606.34,State Bank of India,Canara Bank,Bhopal,INR,CUST70414435538,26,Android,Female,CUST98235951695,Individual Transfer,Bank Account,P2P,Rent,24998.03,success,2025-11-30,UPI20251130002725,16:07:45,Debit,Adult,1,1,0,-1,Suspicious
20359.64,Yes Bank,Bank of Baroda,Nagpur,INR,CUST44490853846,34,iOS,Male,CUST22475872678,Individual Transfer,Bank Account,P2P,Salary Transfer,472675.41,failed,2025-01-28,UPI20250128002736,11:47:57,Debit,Adult,0,1,0,-1,Suspicious
9609.07,Canara Bank,Punjab National Bank,Bhopal,INR,CUST23421644515,70,Web,Male,MERC9742881367,MedPlus,Bank Account,P2M,Travel,456026.2,success,2025-07-20,UPI20250720002743,22:47:06,Debit,Senior,1,1,0,-1,Suspicious
16575.36,State Bank of India,Axis Bank,Pune,INR,CUST91219627408,65,iOS,Male,CUST59592413380,Individual Transfer,Mobile Number,P2P,Rent,406653.08,success,2025-11-05,UPI20251105002834,21:30:02,Debit,Senior,1,1,0,-1,Suspicious
16759.05,HDFC Bank,IndusInd Bank,Jaipur,INR,CUST56610632159,23,POS Device,Male,MERC5903829831,Reliance Digital,Bank Account,P2M,Food,69180.56,success,2025-12-31,UPI20251231002913,12:24:22,Debit,Young,1,1,0,-1,Suspicious
13003.67,State Bank of India,ICICI Bank,Pune,INR,CUST90395447821,20,POS Device,Female,CUST40585139447,Individual Transfer,UPI ID,P2P,Rent,331875.84,success,2025-01-20,UPI20250120002948,18:46:33,Debit,Young,1,1,0,-1,Suspicious
75541.75,Canara Bank,Union Bank of India,Lucknow,INR,CUST78804775062,59,POS Device,Female,CUST52975830453,Individual Transfer,Bank Account,P2P,Loan Repayment,123480.11,success,2025-04-10,UPI20250410002976,17:26:05,Debit,Senior,1,1,0,-1,Suspicious
16332.55,Yes Bank,Yes Bank,Jaipur,INR,CUST64883607585,62,POS Device,Male,CUST14451247819,Individual Transfer,Mobile Number,P2P,Personal Transfer,447535.37,success,2025-12-18,UPI20251218003145,09:51:09,Debit,Senior,1,1,0,-1,Suspicious
20628.77,ICICI Bank,Punjab National Bank,Chennai,INR,CUST67489026315,50,Android,Male,CUST36644556718,Individual Transfer,UPI ID,P2P,Salary Transfer,215017.92,success,2025-10-25,UPI20251025003253,18:55:47,Debit,Senior,1,1,0,-1,Suspicious
25676.62,State Bank of India,Union Bank of India,Pune,INR,CUST66881745154,18,POS Device,Female,CUST26967496395,Individual Transfer,Bank Account,P2P,Loan Repayment,65514.35,success,2025-01-13,UPI20250113003310,20:27:15,Debit,Young,1,1,0,-1,Suspicious
11856.9,Canara Bank,Axis Bank,Bhopal,INR,CUST51934930655,68,Web,Male,CUST22263380249,Individual Transfer,QR Scan,P2P,Loan Repayment,11214.17,success,2025-11-02,UPI20251102003359,06:12:11,Debit,Senior,1,1,1,-1,Suspicious
11074.08,State Bank of India,Punjab National Bank,Chennai,INR,CUST89946521296,23,iOS,Male,CUST99444029967,Individual Transfer,QR Scan,P2P,Rent,81778.39,success,2025-02-16,UPI20250216003435,15:22:18,Debit,Young,1,1,0,-1,Suspicious
19028.99,IndusInd Bank,Punjab National Bank,Patna,INR,CUST38598310019,66,Android,Male,CUST17819303062,Individual Transfer,UPI ID,P2P,Rent,226412.2,success,2025-05-08,UPI20250508003515,16:16:04,Debit,Senior,1,1,0,-1,Suspicious
18541.31,State Bank of India,Canara Bank,Ahmedabad,INR,CUST34251051337,48,Web,Male,CUST20419102669,Individual Transfer,Mobile Number,P2P,Salary Transfer,440828.53,success,2025-11-08,UPI20251108003535,10:56:41,Debit,Senior,1,1,1,-1,Suspicious
49969.42,Union Bank of India,IDFC FIRST Bank,Gurugram,INR,CUST31403214275,57,Android,Female,CUST88053433379,Individual Transfer,Mobile Number,P2P,Rent,186545.95,success,2025-06-25,UPI20250625003568,14:42:50,Debit,Senior,1,1,0,-1,Suspicious
27186.47,State Bank of India,IDFC FIRST Bank,Lucknow,INR,CUST89107120402,28,POS Device,Female,MERC2545326634,Amazon India,UPI ID,P2M,Travel,364085.23,success,2025-01-13,UPI20250113003581,19:57:10,Debit,Adult,1,1,0,-1,Suspicious
33927.13,Axis Bank,ICICI Bank,Surat,INR,CUST17928928196,20,Web,Female,CUST28603615241,Individual Transfer,QR Scan,P2P,Rent,286651.74,success,2025-07-14,UPI20250714003663,19:32:35,Debit,Young,1,1,1,-1,Suspicious
12141.72,ICICI Bank,Yes Bank,Gurugram,INR,CUST32289427037,28,iOS,Male,MERC4254248749,MakeMyTrip,QR Scan,P2M,Healthcare,508236.21,success,2025-07-12,UPI20250712003678,20:58:16,Credit,Adult,1,1,0,-1,Suspicious
18551.12,State Bank of India,Axis Bank,Kolkata,INR,CUST58890280579,47,iOS,Male,CUST20144949913,Individual Transfer,QR Scan,P2P,Rent,132485.36,success,2025-10-12,UPI20251012003899,17:04:43,Debit,Senior,1,1,0,-1,Suspicious
18560.16,IDFC FIRST Bank,Punjab National Bank,Kolkata,INR,CUST70511364419,57,POS Device,Male,MERC6432481816,D-Mart,QR Scan,P2M,Travel,114699.35,success,2025-06-08,UPI20250608003904,17:38:45,Credit,Senior,1,1,0,-1,Suspicious
18012.57,IDFC FIRST Bank,Bank of Baroda,Patna,INR,CUST72956790285,45,POS Device,Female,CUST49026970274,Individual Transfer,UPI ID,P2P,Rent,312664.88,success,2025-09-18,UPI20250918003967,20:58:12,Debit,Senior,1,1,0,-1,Suspicious
10424.76,Union Bank of India,State Bank of India,Pune,INR,CUST44968749179,70,POS Device,Male,CUST25876794563,Individual Transfer,QR Scan,P2P,Rent,425804.41,success,2025-05-08,UPI20250508004101,11:56:12,Debit,Senior,1,1,0,-1,Suspicious
22884.99,State Bank of India,Canara Bank,Bengaluru,INR,CUST96255888175,70,Web,Female,CUST40720539380,Individual Transfer,Bank Account,P2P,Salary Transfer,399567.9,success,2025-06-28,UPI20250628004140,19:07:28,Debit,Senior,1,1,1,-1,Suspicious
32993.39,Yes Bank,Kotak Mahindra Bank,Mumbai,INR,CUST57666947457,62,POS Device,Female,CUST17852861435,Individual Transfer,Mobile Number,P2P,Loan Repayment,143943.02,success,2025-08-19,UPI20250819004241,17:52:57,Debit,Senior,1,1,0,-1,Suspicious
23312.92,Axis Bank,IDFC FIRST Bank,Delhi,INR,CUST62831231145,66,Web,Female,CUST90646648769,Individual Transfer,UPI ID,P2P,Salary Transfer,445332.23,success,2025-03-29,UPI20250329004292,12:08:56,Debit,Senior,1,1,1,-1,Suspicious
24281.16,Axis Bank,Kotak Mahindra Bank,Noida,INR,CUST59054307688,55,Android,Male,CUST81306235664,Individual Transfer,Mobile Number,P2P,Rent,66907.22,success,2025-10-05,UPI20251005004397,06:52:29,Debit,Senior,1,1,0,-1,Suspicious
21775.75,Axis Bank,ICICI Bank,Ahmedabad,INR,CUST21314498069,64,Android,Male,CUST83035877992,Individual Transfer,Mobile Number,P2P,Loan Repayment,293009.58,success,2025-07-19,UPI20250719004410,12:21:05,Debit,Senior,1,1,0,-1,Suspicious
15101.57,Yes Bank,Axis Bank,Patna,INR,CUST17015679674,63,Web,Male,CUST41345548803,Individual Transfer,Mobile Number,P2P,Salary Transfer,176518.1,success,2025-08-14,UPI20250814004425,06:22:46,Debit,Senior,1,1,1,-1,Suspicious
65171.87,ICICI Bank,Kotak Mahindra Bank,Coimbatore,INR,CUST43242152266,41,iOS,Male,CUST79850793813,Individual Transfer,Mobile Number,P2P,Loan Repayment,388670.17,success,2025-07-25,UPI20250725004447,09:02:41,Debit,Adult,1,1,0,-1,Suspicious
26000.43,IndusInd Bank,ICICI Bank,Coimbatore,INR,CUST26879628071,66,POS Device,Male,CUST83587875044,Individual Transfer,QR Scan,P2P,Salary Transfer,328029.11,failed,2025-12-15,UPI20251215004449,18:21:42,Debit,Senior,0,1,0,-1,Suspicious
32138.68,Axis Bank,IndusInd Bank,Ahmedabad,INR,CUST27782691241,49,POS Device,Male,CUST68504262637,Individual Transfer,Bank Account,P2P,Loan Repayment,107478.59,success,2025-10-29,UPI20251029004475,13:40:37,Debit,Senior,1,1,0,-1,Suspicious
8849.61,Axis Bank,Canara Bank,Kochi,INR,CUST44348729600,18,POS Device,Male,CUST12632658287,Individual Transfer,QR Scan,P2P,Loan Repayment,55979.76,success,2025-08-15,UPI20250815004488,22:50:25,Debit,Young,1,1,0,-1,Suspicious
20068.16,Punjab National Bank,IndusInd Bank,Gurugram,INR,CUST93803907342,69,iOS,Female,MERC6682134558,Reliance Digital,Mobile Number,P2M,Education,144243.4,success,2025-01-14,UPI20250114004539,13:13:44,Debit,Senior,1,1,0,-1,Suspicious
18782.66,HDFC Bank,Canara Bank,Patna,INR,CUST77137866793,46,POS Device,Female,CUST26363600159,Individual Transfer,Mobile Number,P2P,Loan Repayment,280493.49,success,2025-10-22,UPI20251022004689,10:55:58,Debit,Senior,1,1,0,-1,Suspicious
16721.95,Union Bank of India,Axis Bank,Chennai,INR,CUST65671625085,37,Web,Male,CUST73482659716,Individual Transfer,QR Scan,P2P,Loan Repayment,24453.51,success,2025-02-19,UPI20250219004697,19:30:48,Debit,Adult,1,1,1,-1,Suspicious
17544.86,Kotak Mahindra Bank,Axis Bank,Bhopal,INR,CUST31302166011,50,Web,Female,MERC5723994552,Swiggy,UPI ID,P2M,Travel,373012.24,success,2025-05-25,UPI20250525004698,16:25:50,Debit,Senior,1,1,0,-1,Suspicious
11349.9,Canara Bank,Kotak Mahindra Bank,Ahmedabad,INR,CUST67707327140,70,POS Device,Female,MERC8331689990,Uber,QR Scan,P2M,Bills,481418.49,success,2025-04-27,UPI20250427004725,06:46:22,Debit,Senior,1,1,0,-1,Suspicious
21560.14,ICICI Bank,Kotak Mahindra Bank,Noida,INR,CUST99188984281,63,Android,Male,CUST74565704605,Individual Transfer,UPI ID,P2P,Rent,331717.28,success,2025-10-06,UPI20251006004971,15:47:32,Debit,Senior,1,1,0,-1,Suspicious
83484.82,State Bank of India,Yes Bank,Surat,INR,CUST92035362906,30,iOS,Female,CUST93196850282,Individual Transfer,UPI ID,P2P,Loan Repayment,192260.73,success,2025-03-16,UPI20250316004977,12:20:41,Debit,Adult,1,1,0,-1,Suspicious
26972.55,IDFC FIRST Bank,HDFC Bank,Jaipur,INR,CUST25331221026,44,Android,Female,CUST95433169273,Individual Transfer,Bank Account,P2P,Salary Transfer,235646.92,success,2025-02-16,UPI20250216005120,19:20:00,Debit,Adult,1,1,0,-1,Suspicious
37746.53,IndusInd Bank,HDFC Bank,Indore,INR,CUST92237808929,39,iOS,Female,CUST53774746014,Individual Transfer,Bank Account,P2P,Loan Repayment,227452.96,success,2025-03-21,UPI20250321005138,18:48:49,Debit,Adult,1,1,0,-1,Suspicious
10974.56,Canara Bank,State Bank of India,Pune,INR,CUST12458583307,26,Web,Female,CUST35549537676,Individual Transfer,Mobile Number,P2P,Salary Transfer,47498.06,success,2025-11-28,UPI20251128005142,21:54:44,Debit,Adult,1,1,1,-1,Suspicious
36549.52,IDFC FIRST Bank,Kotak Mahindra Bank,Mumbai,INR,CUST46021131435,45,Android,Male,CUST57462799746,Individual Transfer,Mobile Number,P2P,Loan Repayment,117543.84,success,2025-11-05,UPI20251105005247,21:03:29,Debit,Senior,1,1,0,-1,Suspicious
10015.13,IDFC FIRST Bank,Bank of Baroda,Ahmedabad,INR,CUST35796498912,18,iOS,Male,CUST19983747224,Individual Transfer,UPI ID,P2P,Loan Repayment,209464.22,success,2025-03-14,UPI20250314005255,18:52:21,Debit,Young,1,1,0,-1,Suspicious
17168.04,Bank of Baroda,Kotak Mahindra Bank,Kochi,INR,CUST47273091132,70,iOS,Male,MERC4055806852,Netflix,UPI ID,P2M,Travel,473022.5,success,2025-10-23,UPI20251023005267,18:16:20,Debit,Senior,1,1,0,-1,Suspicious
36035.65,HDFC Bank,Canara Bank,Noida,INR,CUST39596029186,30,iOS,Male,CUST15673393461,Individual Transfer,Bank Account,P2P,Loan Repayment,82792.4,success,2025-11-11,UPI20251111005420,17:08:04,Debit,Adult,1,1,0,-1,Suspicious
26763.97,Bank of Baroda,IDFC FIRST Bank,Jaipur,INR,CUST26897534568,66,Web,Female,CUST15874680303,Individual Transfer,Bank Account,P2P,Rent,100298.04,success,2025-03-18,UPI20250318005436,18:55:08,Credit,Senior,1,1,1,-1,Suspicious
50137.95,ICICI Bank,IDFC FIRST Bank,Indore,INR,CUST95542584950,66,POS Device,Male,CUST82538787904,Individual Transfer,QR Scan,P2P,Rent,285123.26,success,2025-06-17,UPI20250617005452,10:30:22,Debit,Senior,1,1,0,-1,Suspicious
26546.14,IDFC FIRST Bank,HDFC Bank,Noida,INR,CUST74778792667,61,Web,Male,MERC8521047282,Zomato,QR Scan,P2M,Travel,144348.16,success,2025-05-18,UPI20250518005464,09:55:25,Debit,Senior,1,1,0,-1,Suspicious
25286.08,Axis Bank,Bank of Baroda,Patna,INR,CUST79440760239,24,Web,Female,CUST58900430572,Individual Transfer,UPI ID,P2P,Loan Repayment,202090.6,success,2025-01-18,UPI20250118005481,16:23:40,Debit,Young,1,1,1,-1,Suspicious
17346.53,Canara Bank,ICICI Bank,Surat,INR,CUST87440151486,43,iOS,Female,CUST27251671163,Individual Transfer,UPI ID,P2P,Loan Repayment,444509.87,success,2025-01-18,UPI20250118005516,11:12:40,Debit,Adult,1,1,0,-1,Suspicious
20510.12,Axis Bank,IDFC FIRST Bank,Hyderabad,INR,CUST57155638903,46,iOS,Male,CUST78986661948,Individual Transfer,Mobile Number,P2P,Rent,82108.03,success,2025-10-28,UPI20251028005578,20:23:23,Debit,Senior,1,1,0,-1,Suspicious
164573.44,Union Bank of India,Kotak Mahindra Bank,Ahmedabad,INR,CUST21264221763,69,POS Device,Male,CUST90849878234,Individual Transfer,UPI ID,P2P,Salary Transfer,370860.46,pending,2025-04-26,UPI20250426005594,11:17:49,Debit,Senior,0,1,0,-1,Suspicious
21411.99,Yes Bank,IDFC FIRST Bank,Jaipur,INR,CUST66868552920,27,iOS,Female,CUST88697385011,Individual Transfer,UPI ID,P2P,Salary Transfer,333100.2,success,2025-08-09,UPI20250809005633,21:10:40,Debit,Adult,1,1,0,-1,Suspicious
