Amount,BankNameReceived,BankNameSent,City,Currency,CustomerAccountNumber,CustomerAge,DeviceType,Gender,MerchantAccountNumber,MerchantName,PaymentMethod,PaymentMode,Purpose,RemainingBalance,Status,TransactionDate,TransactionID,TransactionTime,TransactionType,AgeGroup,IsSuccess,HighValue,RiskFlag,Anomaly,FraudFlag
5224.66,Punjab National Bank,Canara Bank,Indore,INR,CUST48656449163,45,Web,Male,MERC2232285036,Cafe Coffee Day,Bank Account,P2M,Healthcare,271151.03,success,2025-12-23,UPI20251223000020,12:08:12,Debit,Senior,1,1,0,1,Normally
4043.24,HDFC Bank,Yes Bank,Kolkata,INR,CUST28035125736,33,POS Device,Female,MERC1104906255,Swiggy,UPI ID,P2M,Entertainment,333710.28,success,2025-05-26,UPI20250526000021,16:40:39,Debit,Adult,1,1,0,1,Normally
30.41,Punjab National Bank,Bank of Baroda,Chandigarh,INR,CUST16290193878,25,POS Device,Male,MERC3394039673,Reliance Digital,Bank Account,P2M,Food,348290.39,success,2025-05-05,UPI20250505000022,09:44:00,Credit,Adult,1,0,0,1,Normally
930.27,IDFC FIRST Bank,IndusInd Bank,Bhopal,INR,CUST47098473391,58,iOS,Male,MERC7533932947,JioMart,UPI ID,P2M,Grocery,131289.28,success,2025-09-16,UPI20250916000023,14:58:35,Credit,Senior,1,0,0,1,Normally
745.87,ICICI Bank,HDFC Bank,Patna,INR,CUST69411815182,48,Android,Female,MERC7767538527,Swiggy,Mobile Number,P2M,Bills,31324.72,success,2025-03-19,UPI20250319000024,11:44:09,Debit,Senior,1,0,0,1,Normally
182.15,IDFC FIRST Bank,Union Bank of India,Indore,INR,CUST64967602742,47,iOS,Female,MERC4110335359,Uber,UPI ID,P2M,Grocery,195039.74,failed,2025-10-07,UPI20251007000025,19:57:14,Debit,Senior,0,0,0,1,Normally
228.08,Punjab National Bank,Yes Bank,Bengaluru,INR,CUST65317632535,23,POS Device,Male,MERC7105574449,Domino's,UPI ID,P2M,Recharge,169184.69,success,2025-03-11,UPI20250311000026,20:11:03,Debit,Young,1,0,0,1,Normally
1294.13,Axis Bank,State Bank of India,Mumbai,INR,CUST33059229191,67,iOS,Female,MERC4085320828,BigBasket,UPI ID,P2M,Bills,231968.67,success,2025-04-13,UPI20250413000027,20:39:09,Debit,Senior,1,1,0,1,Normally
1882.06,IDFC FIRST Bank,Punjab National Bank,Chandigarh,INR,CUST57421030846,60,Web,Male,MERC7583090712,Zomato,Mobile Number,P2M,Bills,405031.5,success,2025-04-12,UPI20250412000028,07:44:53,Credit,Senior,1,1,0,1,Normally
4136.78,Yes Bank,Canara Bank,Indore,INR,CUST77751569123,70,Web,Male,CUST67831192507,Individual Transfer,QR Scan,P2P,Loan Repayment,456012.61,success,2025-08-24,UPI20250824000029,18:27:11,Debit,Senior,1,1,1,1,Normally
194.92,IndusInd Bank,Bank of Baroda,Ahmedabad,INR,CUST45821482566,30,Android,Male,MERC9633533290,Netflix,Bank Account,P2M,Grocery,398923.43,success,2025-11-09,UPI20251109000030,18:21:01,Debit,Adult,1,0,0,1,Normally
1621.96,State Bank of India,Bank of Baroda,Kochi,INR,CUST55313573453,37,Web,Male,MERC7243788374,IRCTC,QR Scan,P2M,Bills,171386.76,success,2025-02-17,UPI20250217000031,12:25:44,Debit,Adult,1,1,0,1,Normally
320.87,Kotak Mahindra Bank,Axis Bank,Kolkata,INR,CUST86055360270,20,Android,Female,CUST44903408044,Individual Transfer,QR Scan,P2P,Family Support,151831.53,failed,2025-10-29,UPI20251029000032,22:33:38,Debit,Young,0,0,0,1,Normally
1846.82,Kotak Mahindra Bank,IndusInd Bank,Delhi,INR,CUST76145534787,58,Android,Male,MERC9908115095,Ola,Mobile Number,P2M,Shopping,409557.31,success,2025-08-29,UPI20250829000033,15:21:11,Debit,Senior,1,1,0,1,Normally
1171.75,IndusInd Bank,IndusInd Bank,Indore,INR,CUST91863065808,58,iOS,Male,CUST39045734699,Individual Transfer,UPI ID,P2P,Salary Transfer,283691.58,success,2025-04-26,UPI20250426000034,19:24:28,Debit,Senior,1,1,0,1,Normally
2452.33,Bank of Baroda,Punjab National Bank,Delhi,INR,CUST99297729107,25,iOS,Female,CUST66684201906,Individual Transfer,Mobile Number,P2P,Rent,35508.21,success,2025-12-19,UPI20251219000035,17:18:02,Debit,Adult,1,1,0,1,Normally
223.49,IDFC FIRST Bank,IndusInd Bank,Lucknow,INR,CUST76743712606,56,Android,Female,MERC2880160025,BookMyShow,Mobile Number,P2M,Grocery,136627.36,success,2025-10-19,UPI20251019000036,21:28:07,Debit,Senior,1,0,0,1,Normally
820.05,State Bank of India,IndusInd Bank,Nagpur,INR,CUST97771457666,23,POS Device,Male,MERC8792122716,Apollo Pharmacy,Mobile Number,P2M,Travel,497655.74,success,2025-12-11,UPI20251211000037,19:36:02,Debit,Young,1,0,0,1,Normally
721.47,Bank of Baroda,IDFC FIRST Bank,Indore,INR,CUST24273352225,60,POS Device,Male,CUST14243939720,Individual Transfer,QR Scan,P2P,Split Expense,157222.59,success,2025-05-28,UPI20250528000038,18:25:52,Debit,Senior,1,0,0,1,Normally
392.15,Axis Bank,State Bank of India,Bhopal,INR,CUST43497797428,37,Android,Female,MERC4048494026,BookMyShow,UPI ID,P2M,Grocery,314988.97,success,2025-05-17,UPI20250517000039,16:59:18,Debit,Adult,1,0,0,1,Normally
318.13,ICICI Bank,Yes Bank,Hyderabad,INR,CUST29547534656,56,iOS,Female,CUST37417293178,Individual Transfer,Mobile Number,P2P,Loan Repayment,122303.59,success,2025-09-13,UPI20250913000040,21:18:32,Debit,Senior,1,0,0,1,Normally
980.74,State Bank of India,Kotak Mahindra Bank,Surat,INR,CUST63873621917,54,POS Device,Male,MERC3995732958,Cafe Coffee Day,Bank Account,P2M,Education,172288.98,success,2025-05-25,UPI20250525000041,18:53:37,Debit,Senior,1,0,0,1,Normally
4471.71,Yes Bank,Punjab National Bank,Chandigarh,INR,CUST24776002664,64,iOS,Male,CUST11962491159,Individual Transfer,QR Scan,P2P,Rent,433198.64,success,2025-11-30,UPI20251130000042,22:31:02,Debit,Senior,1,1,0,1,Normally
8654.84,Punjab National Bank,IDFC FIRST Bank,Coimbatore,INR,CUST77686115390,20,Android,Male,CUST86761300560,Individual Transfer,Mobile Number,P2P,Loan Repayment,353166.46,success,2025-11-29,UPI20251129000043,08:21:54,Debit,Young,1,1,0,1,Normally
288.54,IDFC FIRST Bank,Yes Bank,Hyderabad,INR,CUST29029654855,29,Android,Female,MERC1773338452,Flipkart,Bank Account,P2M,Shopping,179584.67,success,2025-02-21,UPI20250221000044,15:44:19,Debit,Adult,1,0,0,1,Normally
133.81,Bank of Baroda,Axis Bank,Chennai,INR,CUST51178306916,37,iOS,Other,MERC6369130994,Croma,Bank Account,P2M,Shopping,173303.44,success,2025-11-23,UPI20251123000045,11:16:42,Debit,Adult,1,0,0,1,Normally
1219.99,Kotak Mahindra Bank,IDFC FIRST Bank,Lucknow,INR,CUST96839963238,34,iOS,Female,CUST92420989307,Individual Transfer,UPI ID,P2P,Family Support,400007.44,success,2025-01-12,UPI20250112000046,22:42:25,Debit,Adult,1,1,0,1,Normally
1543.61,Kotak Mahindra Bank,HDFC Bank,Chennai,INR,CUST78479765246,69,Android,Male,CUST56687999440,Individual Transfer,UPI ID,P2P,Rent,82101.76,success,2025-06-17,UPI20250617000047,19:11:12,Debit,Senior,1,1,0,1,Normally
185.66,Canara Bank,Union Bank of India,Chandigarh,INR,CUST88435386015,61,iOS,Male,CUST24480369027,Individual Transfer,Mobile Number,P2P,Gift,374942.45,success,2025-02-16,UPI20250216000048,19:00:16,Credit,Senior,1,0,0,1,Normally
143.6,Kotak Mahindra Bank,IDFC FIRST Bank,Bhopal,INR,CUST68154683949,44,Android,Female,MERC4120719599,IRCTC,Bank Account,P2M,Shopping,194790.67,success,2025-11-29,UPI20251129000049,14:08:02,Debit,Adult,1,0,0,1,Normally
264.28,Bank of Baroda,Bank of Baroda,Pune,INR,CUST20542930840,59,Android,Male,MERC3846570058,Local Kirana,Mobile Number,P2M,Subscription,95450.19,success,2025-07-05,UPI20250705000050,08:43:23,Debit,Senior,1,0,0,1,Normally
7793.39,Axis Bank,Union Bank of India,Bengaluru,INR,CUST31406237849,52,Web,Female,CUST31421266678,Individual Transfer,UPI ID,P2P,Family Support,293386.5,success,2025-10-28,UPI20251028000051,11:55:14,Debit,Senior,1,1,1,1,Normally
908.5,Canara Bank,IndusInd Bank,Ahmedabad,INR,CUST16936831070,59,Android,Male,MERC6590459705,MedPlus,Bank Account,P2M,Healthcare,225646.86,success,2025-01-09,UPI20250109000052,10:03:08,Debit,Senior,1,0,0,1,Normally
1955.22,ICICI Bank,HDFC Bank,Bhopal,INR,CUST93775703967,68,Android,Female,MERC2847692041,D-Mart,QR Scan,P2M,Education,146942.79,success,2025-02-03,UPI20250203000053,09:39:40,Debit,Senior,1,1,0,1,Normally
3705.77,Canara Bank,Punjab National Bank,Bhopal,INR,CUST66359554209,64,Android,Female,MERC8517413631,Cafe Coffee Day,Mobile Number,P2M,Travel,286167.48,success,2025-08-07,UPI20250807000054,12:16:23,Credit,Senior,1,1,0,1,Normally
342.23,HDFC Bank,Axis Bank,Kochi,INR,CUST94274662027,53,Android,Female,CUST98798348826,Individual Transfer,Mobile Number,P2P,Split Expense,214784.86,success,2025-06-29,UPI20250629000055,20:23:07,Debit,Senior,1,0,0,1,Normally
3491.54,State Bank of India,Canara Bank,Noida,INR,CUST91352725415,21,iOS,Male,CUST21150696220,Individual Transfer,UPI ID,P2P,Salary Transfer,78239.3,success,2025-04-03,UPI20250403000056,20:36:42,Debit,Young,1,1,0,1,Normally
338.28,Bank of Baroda,IndusInd Bank,Kochi,INR,CUST80809548492,20,iOS,Male,MERC8160279830,Spotify,UPI ID,P2M,Food,339226.36,success,2025-08-01,UPI20250801000057,12:48:32,Debit,Young,1,0,0,1,Normally
3790.49,State Bank of India,Kotak Mahindra Bank,Chennai,INR,CUST20111071023,45,Android,Male,CUST17482010533,Individual Transfer,UPI ID,P2P,Salary Transfer,331525.05,success,2025-09-12,UPI20250912000058,19:11:08,Debit,Senior,1,1,0,1,Normally
321.36,HDFC Bank,Kotak Mahindra Bank,Indore,INR,CUST41522969523,50,Android,Female,MERC1722124509,Croma,QR Scan,P2M,Education,198166.22,success,2025-07-27,UPI20250727000059,04:20:10,Debit,Senior,1,0,0,1,Normally
1575.3,HDFC Bank,Axis Bank,Chennai,INR,CUST91097779327,46,Android,Male,MERC2357806226,Local Kirana,Mobile Number,P2M,Travel,288863.26,success,2025-03-16,UPI20250316000060,12:11:38,Debit,Senior,1,1,0,1,Normally
65.49,Bank of Baroda,Kotak Mahindra Bank,Bengaluru,INR,CUST85506939842,69,iOS,Male,MERC5471158508,Swiggy,Bank Account,P2M,Recharge,192791.27,success,2025-08-20,UPI20250820000061,06:23:53,Debit,Senior,1,0,0,1,Normally
450.84,HDFC Bank,IDFC FIRST Bank,Noida,INR,CUST52597214169,67,Web,Female,MERC6958908766,Croma,UPI ID,P2M,Grocery,183035.92,success,2025-09-16,UPI20250916000062,18:02:15,Credit,Senior,1,0,0,1,Normally
316.58,Yes Bank,Union Bank of India,Hyderabad,INR,CUST28863315908,37,POS Device,Female,MERC5028688786,BigBasket,Mobile Number,P2M,Education,175243.99,success,2025-07-17,UPI20250717000063,12:46:54,Debit,Adult,1,0,0,1,Normally
193.85,Yes Bank,HDFC Bank,Surat,INR,CUST37858321486,22,Web,Female,MERC1590838716,IRCTC,UPI ID,P2M,Entertainment,473692.62,success,2025-12-10,UPI20251210000064,14:23:01,Debit,Young,1,0,0,1,Normally
532.7,Yes Bank,State Bank of India,Surat,INR,CUST35351714408,20,POS Device,Male,MERC8392424691,Domino's,QR Scan,P2M,Education,312212.8,success,2025-06-22,UPI20250622000065,20:39:08,Debit,Young,1,0,0,1,Normally
2040.63,Union Bank of India,Axis Bank,Bhopal,INR,CUST80359606362,28,iOS,Female,MERC7560389844,Myntra,QR Scan,P2M,Grocery,140382.7,success,2025-05-03,UPI20250503000066,12:51:50,Debit,Adult,1,1,0,1,Normally
774.13,HDFC Bank,Union Bank of India,Gurugram,INR,CUST20468864947,21,POS Device,Male,MERC5409514899,Swiggy,QR Scan,P2M,Recharge,451973.67,success,2025-12-31,UPI20251231000067,20:54:07,Debit,Young,1,0,0,1,Normally
1677.74,IDFC FIRST Bank,HDFC Bank,Noida,INR,CUST72144354815,23,Android,Male,MERC3642900640,IRCTC,QR Scan,P2M,Shopping,414177.74,success,2025-11-29,UPI20251129000068,13:09:08,Debit,Young,1,1,0,1,Normally
1084.63,Axis Bank,Kotak Mahindra Bank,Hyderabad,INR,CUST30265993586,18,Web,Male,MERC6545970956,Croma,Bank Account,P2M,Education,286942.51,success,2025-06-04,UPI20250604000069,09:15:26,Debit,Young,1,1,0,1,Normally
400.26,Union Bank of India,HDFC Bank,Gurugram,INR,CUST61458172493,68,Android,Male,CUST57314400120,Individual Transfer,UPI ID,P2P,Personal Transfer,317799.46,success,2025-10-06,UPI20251006000070,16:32:35,Debit,Senior,1,0,0,1,Normally
384.79,Union Bank of India,Canara Bank,Mumbai,INR,CUST74182295422,30,Android,Female,MERC5453811475,BookMyShow,UPI ID,P2M,Grocery,67906.65,success,2025-06-23,UPI20250623000071,19:11:53,Debit,Adult,1,0,0,1,Normally
918.49,Kotak Mahindra Bank,Bank of Baroda,Patna,INR,CUST65647652359,62,POS Device,Male,CUST75226883264,Individual Transfer,Mobile Number,P2P,Family Support,398957.08,success,2025-01-19,UPI20250119000072,19:12:18,Debit,Senior,1,0,0,1,Normally
285.7,Union Bank of India,ICICI Bank,Coimbatore,INR,CUST59151212242,64,Web,Female,MERC2920407276,IRCTC,Bank Account,P2M,Recharge,83870.04,success,2025-05-31,UPI20250531000073,12:05:20,Debit,Senior,1,0,0,1,Normally
1588.35,Union Bank of India,Yes Bank,Bengaluru,INR,CUST40353536165,41,Web,Male,CUST99243043984,Individual Transfer,UPI ID,P2P,Split Expense,19029.08,failed,2025-12-14,UPI20251214000074,10:01:09,Credit,Adult,0,1,0,1,Normally
583.89,HDFC Bank,Bank of Baroda,Gurugram,INR,CUST47688185477,31,Web,Female,MERC8318786687,Local Kirana,Bank Account,P2M,Entertainment,59762.74,failed,2025-10-21,UPI20251021000075,09:23:25,Debit,Adult,0,0,0,1,Normally
2491.04,Bank of Baroda,IDFC FIRST Bank,Kolkata,INR,CUST35131408653,68,Web,Male,CUST34213737224,Individual Transfer,UPI ID,P2P,Loan Repayment,443456.37,success,2025-02-14,UPI20250214000076,19:54:20,Debit,Senior,1,1,1,1,Normally
503.04,Canara Bank,State Bank of India,Kochi,INR,CUST77512031114,67,POS Device,Female,MERC7552812957,BigBasket,UPI ID,P2M,Subscription,154833.03,success,2025-10-11,UPI20251011000077,17:29:51,Debit,Senior,1,0,0,1,Normally
843.15,Union Bank of India,Yes Bank,Bhopal,INR,CUST80577558121,27,Web,Male,CUST79252744696,Individual Transfer,Mobile Number,P2P,Gift,482322.89,success,2025-06-26,UPI20250626000078,09:53:49,Debit,Adult,1,0,0,1,Normally
453.28,HDFC Bank,Kotak Mahindra Bank,Surat,INR,CUST91353582536,60,Web,Female,MERC1662259333,Local Kirana,UPI ID,P2M,Travel,85149.31,failed,2025-05-09,UPI20250509000079,10:35:17,Debit,Senior,0,0,0,1,Normally
1885.52,Yes Bank,Kotak Mahindra Bank,Nagpur,INR,CUST75721993789,47,Android,Female,MERC7039121410,Apollo Pharmacy,QR Scan,P2M,Shopping,319779.12,success,2025-04-18,UPI20250418000080,19:26:39,Debit,Senior,1,1,0,1,Normally
1628.96,Canara Bank,ICICI Bank,Coimbatore,INR,CUST44885965967,27,Android,Male,MERC2931000173,BigBasket,Bank Account,P2M,Healthcare,120550.98,success,2025-06-13,UPI20250613000081,18:55:22,Debit,Adult,1,1,0,1,Normally
402.13,IndusInd Bank,Canara Bank,Kolkata,INR,CUST65599351527,33,iOS,Female,MERC7465834732,Croma,UPI ID,P2M,Subscription,12564.97,failed,2025-06-10,UPI20250610000082,10:10:31,Debit,Adult,0,0,0,1,Normally
4026.75,Union Bank of India,Kotak Mahindra Bank,Kochi,INR,CUST16015452279,30,Web,Female,CUST85463785039,Individual Transfer,UPI ID,P2P,Family Support,181558.54,success,2025-01-05,UPI20250105000083,20:27:08,Debit,Adult,1,1,1,1,Normally
475.42,IndusInd Bank,Yes Bank,Coimbatore,INR,CUST81307035417,20,iOS,Female,MERC1172893522,Netflix,Bank Account,P2M,Entertainment,72513.99,success,2025-03-02,UPI20250302000084,09:06:25,Debit,Young,1,0,0,1,Normally
72.49,IndusInd Bank,Canara Bank,Chennai,INR,CUST90353425614,70,Android,Male,MERC6582557981,MakeMyTrip,UPI ID,P2M,Recharge,266565.09,success,2025-06-13,UPI20250613000085,10:39:47,Debit,Senior,1,0,0,1,Normally
1081.45,Bank of Baroda,IndusInd Bank,Delhi,INR,CUST28812774245,54,Android,Male,MERC2040226318,MakeMyTrip,Bank Account,P2M,Education,386487.91,success,2025-05-16,UPI20250516000086,22:50:49,Debit,Senior,1,1,0,1,Normally
1398.91,IndusInd Bank,Union Bank of India,Indore,INR,CUST80774064469,29,POS Device,Female,CUST54568123043,Individual Transfer,Mobile Number,P2P,Personal Transfer,279702.67,success,2025-08-30,UPI20250830000087,20:47:46,Debit,Adult,1,1,0,1,Normally
2111.74,Bank of Baroda,IndusInd Bank,Jaipur,INR,CUST55049925208,53,Web,Male,MERC7355707297,Uber,Bank Account,P2M,Recharge,343693.32,success,2025-04-09,UPI20250409000088,22:17:35,Debit,Senior,1,1,0,1,Normally
173.78,State Bank of India,Kotak Mahindra Bank,Chennai,INR,CUST46672912930,26,Android,Female,MERC8285000265,Local Kirana,QR Scan,P2M,Grocery,101658.16,success,2025-05-28,UPI20250528000089,22:05:22,Debit,Adult,1,0,0,1,Normally
12300.82,HDFC Bank,State Bank of India,Ahmedabad,INR,CUST78197207101,30,Web,Male,CUST97949971681,Individual Transfer,UPI ID,P2P,Loan Repayment,456020.88,success,2025-07-31,UPI20250731000090,13:30:06,Debit,Adult,1,1,1,1,Normally
4257.28,IDFC FIRST Bank,IDFC FIRST Bank,Patna,INR,CUST52632015876,18,Web,Female,MERC4765583254,Flipkart,UPI ID,P2M,Travel,464323.31,success,2025-01-20,UPI20250120000091,21:11:26,Debit,Young,1,1,0,1,Normally
353.76,Bank of Baroda,Union Bank of India,Patna,INR,CUST88576530849,57,POS Device,Female,MERC1829621429,Zomato,Mobile Number,P2M,Bills,359226.73,success,2025-03-10,UPI20250310000092,20:29:17,Debit,Senior,1,0,0,1,Normally
449.22,Canara Bank,Bank of Baroda,Chennai,INR,CUST43040189511,37,iOS,Male,CUST70637314002,Individual Transfer,Mobile Number,P2P,Salary Transfer,326738.78,success,2025-05-08,UPI20250508000093,00:24:15,Debit,Adult,1,0,0,1,Normally
1645.47,Axis Bank,IndusInd Bank,Gurugram,INR,CUST78344942235,66,iOS,Female,MERC4545940090,Urban Company,UPI ID,P2M,Grocery,351490.62,failed,2025-04-23,UPI20250423000094,22:30:09,Debit,Senior,0,1,0,1,Normally
290.71,State Bank of India,HDFC Bank,Nagpur,INR,CUST20689434745,26,POS Device,Male,MERC5533921266,BigBasket,UPI ID,P2M,Subscription,358451.36,success,2025-10-08,UPI20251008000095,20:12:36,Debit,Adult,1,0,0,1,Normally
299.13,Kotak Mahindra Bank,Punjab National Bank,Delhi,INR,CUST78435044943,44,iOS,Female,MERC5431267548,Reliance Digital,Bank Account,P2M,Shopping,496768.58,success,2025-01-02,UPI20250102000096,19:37:04,Debit,Adult,1,0,0,1,Normally
3727.25,HDFC Bank,Punjab National Bank,Chandigarh,INR,CUST29451230615,61,POS Device,Female,CUST71411001438,Individual Transfer,QR Scan,P2P,Rent,274127.52,success,2025-12-16,UPI20251216000097,22:55:34,Credit,Senior,1,1,0,1,Normally
347.74,Yes Bank,State Bank of India,Hyderabad,INR,CUST93521828396,33,Android,Male,CUST18041091127,Individual Transfer,QR Scan,P2P,Personal Transfer,297030.39,success,2025-08-03,UPI20250803000098,17:59:56,Debit,Adult,1,0,0,1,Normally
691.33,Kotak Mahindra Bank,Union Bank of India,Chennai,INR,CUST81555067495,37,Web,Male,MERC6244338653,MakeMyTrip,QR Scan,P2M,Entertainment,160320.56,success,2025-04-30,UPI20250430000099,19:46:36,Debit,Adult,1,0,0,1,Normally
117.64,Union Bank of India,Yes Bank,Gurugram,INR,CUST49622553130,44,POS Device,Female,MERC9837427517,Domino's,QR Scan,P2M,Recharge,121125.49,success,2025-06-13,UPI20250613000100,18:26:09,Debit,Adult,1,0,0,1,Normally
230.42,Canara Bank,Bank of Baroda,Bengaluru,INR,CUST36082410109,31,Web,Male,MERC6227046160,Ola,UPI ID,P2M,Shopping,20503.81,success,2025-02-17,UPI20250217000101,16:53:12,Debit,Adult,1,0,0,1,Normally
4663.87,IDFC FIRST Bank,Axis Bank,Kochi,INR,CUST50197713724,50,POS Device,Male,CUST58368038901,Individual Transfer,Bank Account,P2P,Rent,264382.82,success,2025-11-06,UPI20251106000102,18:25:58,Debit,Senior,1,1,0,1,Normally
508.19,State Bank of India,Punjab National Bank,Noida,INR,CUST28447710411,32,POS Device,Female,MERC6137604603,Ola,QR Scan,P2M,Shopping,359777.77,success,2025-10-16,UPI20251016000103,20:47:09,Debit,Adult,1,0,0,1,Normally
96.52,IDFC FIRST Bank,Bank of Baroda,Jaipur,INR,CUST86834235604,51,Android,Female,MERC5111301175,JioMart,UPI ID,P2M,Entertainment,92743.32,success,2025-11-25,UPI20251125000104,18:29:10,Debit,Senior,1,0,0,1,Normally
1002.27,Yes Bank,ICICI Bank,Indore,INR,CUST78344747083,19,Android,Female,MERC8126571968,MedPlus,Bank Account,P2M,Bills,466022.45,success,2025-04-29,UPI20250429000105,07:09:00,Debit,Young,1,1,0,1,Normally
1438.44,Union Bank of India,State Bank of India,Lucknow,INR,CUST20294591749,54,iOS,Other,CUST71873416588,Individual Transfer,QR Scan,P2P,Rent,406453.04,success,2025-12-24,UPI20251224000106,18:51:58,Debit,Senior,1,1,0,1,Normally
4163.84,Punjab National Bank,HDFC Bank,Mumbai,INR,CUST40247529489,48,Web,Male,CUST91121428035,Individual Transfer,UPI ID,P2P,Loan Repayment,280615.59,success,2025-07-14,UPI20250714000107,13:30:03,Debit,Senior,1,1,1,1,Normally
448.37,Canara Bank,ICICI Bank,Mumbai,INR,CUST55271370941,68,Android,Male,MERC4177181331,Swiggy,Mobile Number,P2M,Healthcare,424423.4,success,2025-01-09,UPI20250109000108,22:37:09,Debit,Senior,1,0,0,1,Normally
